course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
Global Studies,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/International-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Bachelor of Arts (BA) in Global Studies at MSU is an interdisciplinary program that combines classroom learning with practical application of international concepts and will teach you how to assess the current political and economic changes of other cultures.,,Completing an interdisciplinary Global Studies degree will also prepare you for entrance into graduate school.,
Geology & Earth Systems Science,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Geology-Earth-Systems-Science,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Geologists use clues buried deep in the ground to make new discoveries about the history of life on Earth. Morehead State offers a Bachelor of Science in earth systems science, geology that will prepare you for a career studying the ever-evolving geologic systems of our planet. You'll learn through hands-on laboratory assignments and local and regional field work. Annual summer trips allow you to study geological conditions in other parts of the country, giving you experience observing conditions in a wide range of ecosystems.",,offers a wide range of services to help students find jobs after graduation.,
Geography Minor,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Geography",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"A minor in geography is an excellent complement to many majors at Morehead State University because of it's integrative nature. We offer a variety of human and physical geography courses that would augment global studies, sociology, history, government, ecology, geology, economics, public policy, agriculture, or other majors.",,"A minor in geography is an excellent complement to many majors at Morehead State University because of it's integrative nature. We offer a variety of human and physical geography courses that would augment global studies, sociology, history, government, ecology, geology, economics, public policy, agriculture, or other majors.",
General Business,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Business-Administration-(1),,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State's Bachelor of Business Administration will give you the skills to be successful in many facets of business. In addition to general business, we offer a number of degree options to allow you to specialize your education to suit your interests. You can choose from a number of options to customize your degree with a wide range of courses from all areas in the School of Business Administration. ",,"Graduates of this program pursue careers in management, sales, insurance, real estate, human resource management and more.",
Gender Studies Minor,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Gender-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The,,"A Gender Studies minor will equip you with the knowledge and skills you need to better understand gender-related issues and the way gender colors most aspects of the world around you. You will be able to recognize gender norms as being relevant to all your social settings, ranging from the privacy of your home and family to the workforce and the national/international political arena. Transformative on a personal level, your education in Gender Studies will also make you attractive to employers in the fields of law, medicine, social work, teaching, counseling, and government service, among others.",
Finance,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Finance,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Finance is the study of investments and money management. MSU's Bachelor of Business Administration in Finance degree can give you the skills and knowledge to ensure the financial health of an organization and to guide people toward financial independence. As a student, you’ll take classes in business investments, markets, banking, insurance and more. Our dedicated faculty will prepare you for a career as a financial planner and advisor to businesses, corporations, government agencies and private citizens.","[    FYS      101                    First Year Seminar  3   ENG      100                             Writing I  3.1
0  COMS      108  Fundamentals of Speech Communication  3  NSC1  Gen Ed.  Choose 1 from General Education List    3
1  HUM1  Gen Ed.  Choose 1 from General Education List  3  ACCT      281    Principles of Financial Accounting    3
2  SBS1  Gen Ed.  Choose 1 from General Education List  3   MKT      204               Principles of Marketing    3
3   CIS      211           Software Tools for Business  3  MNGT      201              Principles of Management    3,     ENG          200                            Writing II  3  NSC2  Gen Ed. Choose 1 from General Education List  3.1
0  MATH  152/174/175            Algebra/Pre‐Calc./Calculus  3  ECON      202         Principles of Microeconomics    3
1  HUM2      Gen Ed.  Choose 1 from General Education List  3   BBA      261           Business Law & Regulations    3
2  ECON          201          Principles of Macroeconomics  3   FIN      360                     Business Finance    3
3  ACCT          282   Principles of Managerial Accounting  3  MATH      305                  Business Statistics    3,    BBA  295              Business Communications  3        CIS 311  Unnamed: 0          Management Information Systems  3.1
0  BBA  363  Ethical Decision‐Making in Business  3        BBA 315         NaN      Quantitative Analysis for Business    3
1  BBA  380               International Business  3        FIN 485         NaN                   International Finance    3
2  FIN  373                          Investments  3   FIN Elective         NaN     Choose an approved Finance elective    3
3  FIN  420     Financial Markets & Institutions  3  Free Elective         NaN  Any course where you meet the prereqs.    3,         BBA 370  Unnamed: 0      Operations & Service Management  3        BBA 475  Unnamed: 1                  Leadership Development  3.1
0       BBA 350         NaN        Entrepreneurship & Innovation  3       BBA 499c         NaN         Strategic Management (Capstone)    3
1       FIN 460         NaN            Advanced Business Finance  3        FIN 490         NaN  Seminar in Financial Theory & Practice    3
2  FIN Elective         NaN  Choose an approved Finance elective  3   FIN Elective         NaN     Choose an approved Finance elective    3
3  FIN Elective         NaN  Choose an approved Finance elective  3  Free Elective         NaN  Any course where you meet the prereqs.    3,    Unnamed: 0   Unnamed: 1                       Approved Finance Electives
0         NaN  Course Code                                      Course Name
1         FIN          339                        Cooperative Education III
2         FIN          439                         Cooperative Education IV
3         FIN          325                                  Bank Management
4         FIN          342                                  Money & Banking
5         FIN          365              Financial Issues for Small Business
6         FIN          370                       Working Capital Management
7         FIN          372          Retirement Planning & Employee Benefits
8         FIN          374                       Estate Planning & Taxation
9         FIN          376                      Risk Management & Insurance
10        FIN          472                               Portfolio Analysis
11        FIN          484                  Healthcare Financial Management
12       ACCT          375  Accounting Analysis & Financial Decision‐Making
13       ACCT          387                                       Income Tax
14       ACCT          487                       Advanced Tax Accounting II
15       ACCT          490                               Cost Accounting II
16       ECON          341                                   Public Finance
17       ECON          447                          International Economics
18       REAL          331                 Real Estate Finance & Investment]",,
Film Studies Minor,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Communication,-Media-and-Languages/Academic-Programs/Film-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,MSU's film studies minor is an interdisciplinary program of study designed to provide both theoretical and practical knowledge of film. The minor recognizes the importance of film literacy in the digital age and provides you the critical skills needed to productively engage in our mass-mediated world.,,"Students who minor in film have the opportunity to transform their interest into rewarding careers in filmmaking, broadcasting, journalism, or education.",
Exercise Science,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Exercise-Science",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU’s Bachelor of Science in Exercise Science prepares you to work in clinical, community health and commercial fields. The program offers numerous hands-on practice opportunities and internships. The curriculum is science-based, but also includes business and leadership courses. Through classes in exercise physiology, functional anatomy, exercise program leadership, facility design and nutrition, you will learn the anatomical and physiological aspects of exercise and human performance and be able to apply those skills in a professional setting.",,"A degree in exercise science prepares you for a career in a range of fields, including:",
Equine Science,,,https://www.moreheadstate.edu/College-of-Science/Agricultural-Sciences/Academic-Programs/Equine-Science,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Bachelor of Science in Equine Science at Morehead State University is an area of concentration in agricultural sciences. Agriculture core courses comprise the basis for the degree with ancillary courses in horsemanship, equitation teaching, equine management, equine breeding and reproduction, animal nutrition, livestock judging and other support instruction. This program provides hands-on opportunities at the Derrickson Agriculture Complex, the University's 325-acre working farm. Many students in equine science are also actively involved on the MSU Equestrian Team.","[                             Unnamed: 0                   FIRST YEAR COURSE SCHEDULE  Unnamed: 1 Unnamed: 2
0                        Fall Semester          Code Credits  Spring Semester Code         NaN    Credits
1    AGR 101 Foundations in Agriculture     R 3 AGR 143 Anat. & Phys. of Livestock R         NaN          3
2                  (or Spring Semester)                                          NaN         NaN        NaN
3   AGR 133/133L Introduction to Animal   R 3 AGR 261/261L Software Application in R         NaN          3
4      Science/Lab (or Spring Semester)                              Agriculture/Lab         NaN        NaN
5                     ENG 100 Writing I                    G 3 ENG 200 Writing II GP         NaN          3
6            FYS 101 First Year Seminar                                  G 3 HUM I G         NaN          3
7             MATH 135 or Higher *Above                                G 3-4 NSC I G         NaN          3
8   AGR 102 Agricultural Experience (or                                          R 1         NaN        NaN
9                      Spring Semester)                                          NaN         NaN        NaN
10                                  NaN  Total Credit Hours 16-17 Total Credit Hours         NaN         15,                      Fall Semester Code  Unnamed: 0 Credits                       Spring Semester Code  Unnamed: 1  Credits.1
0   AGR 101 Foundations in Agriculture R         NaN       3 NaN    AGR 143 Anat. & Phys. of Livestock R         NaN        3.0
1                   (or Spring Semester)         NaN     NaN NaN                                     NaN         NaN        NaN
2  AGR 133/133L Introduction to Animal R         NaN       3 NaN  AGR 261/261L Software Application in R         NaN        3.0
3       Science/Lab (or Spring Semester)         NaN     NaN NaN                         Agriculture/Lab         NaN        NaN
4                    ENG 100 Writing I G         NaN       3 NaN                   ENG 200 Writing II GP         NaN        3.0
5           FYS 101 First Year Seminar G         NaN       3 NaN                                 HUM I G         NaN        3.0
6           MATH 135 or Higher *Above  G         NaN     3-4 NaN                                 NSC I G         NaN        3.0
7  AGR 102 Agricultural Experience (or R         NaN       1 NaN                                     NaN         NaN        NaN
8                       Spring Semester)         NaN     NaN NaN                                     NaN         NaN        NaN
9                     Total Credit Hours         NaN   16-17 NaN                      Total Credit Hours         NaN       15.0,    Unnamed: 0                          Unnamed: 1               SECOND YEAR COURSE SCHEDULE  Unnamed: 2 Unnamed: 3
0                                  Fall Semester       Code Credits  Spring Semester Code         NaN    Credits
1         NaN               AGR 204 Ag. Economics  R 3 AGR 180/180L Introduction to Field R         NaN          3
2         NaN                                 NaN                   Crops/Lab (Spring Only)         NaN        NaN
3         NaN     AGR 233/AGR 233L Animal Disease  PR 3 AGR 243/AGR 243L Equine Health & PR         NaN          3
4         NaN                     & Parasites/Lab                               Disease/Lab         NaN        NaN
5         NaN             CHEM 101/101L Survey of         COMS 108 Fundamentals of Speech G         NaN          3
6         NaN           Chemistry/Lab or CHEM 111                        GP 4 Communication         NaN        NaN
7         NaN  Principles of Chem. I/Lab (NSC II)                                       NaN         NaN        NaN
8         NaN                               SBS I                              G 3 HUM II G         NaN          3
9         NaN                       Free Elective                             ES 3 SBS II G         NaN          3
10        NaN                                 NaN                                       NaN         NaN        NaN
11        NaN                  Total Credit Hours                     16 Total Credit Hours         NaN         15,   Unnamed: 0               Unnamed: 1                         THIRD YEAR COURSE SCHEDULE  Unnamed: 2 Unnamed: 3
0                      Fall Semester                Code Credits  Spring Semester Code         NaN    Credits
1        NaN  AGR 301 Farm Management  PRU 3 AGR 402 Advanced Agricultural Experience RU         NaN          3
2        NaN   AGR 307/307L Soils/Lab       PRU 4 AGR 380/380L Equine Management/Lab PRU         NaN          3
3        NaN           Track Elective              PTU 3 CHEM 201/201L Survey of Organic         NaN        NaN
4        NaN                      NaN             Chem./Lab or CHEM 112 Principles of PR         NaN          4
5        NaN                      NaN                                       Chem. II/Lab         NaN        NaN
6        NaN           Track Elective                             PTU 3 Free Elective ES         NaN          3
7        NaN                      NaN                                   Free Elective ES         NaN          3
8        NaN       Total Credit Hours                              13 Total Credit Hours         NaN         16,   Unnamed: 0                        Unnamed: 1                    FOURTH YEAR COURSE SCHEDULE  Unnamed: 2 Unnamed: 3
0                               Fall Semester            Code Credits  Spring Semester Code         NaN    Credits
1        NaN          AGR 316/AGR 316L Feeds &   PRU 3 AGR 480/AGR 480L Equine Breeding & PRU         NaN          3
2        NaN                       Feeding/Lab                               Reproduction/Lab         NaN        NaN
3        NaN  AGR 342/AGR 342L Horse Prod./Lab  PRU 3 AGR 499C Sr. Seminar in Agriculture GRU         NaN          3
4        NaN                     Free Elective                        ES 3 Track Elective PTU         NaN          3
5        NaN                     Free Elective                          ES 3 Free Elective ES         NaN          3
6        NaN                     Free Elective                          ES 3 Free Elective ES         NaN          2
7        NaN                               NaN                                            NaN         NaN        NaN
8        NaN                Total Credit Hours                          15 Total Credit Hours         NaN         14]","Students graduating with a bachelor's degree in agricultural sciences, equine science pursue career opportunities as stable managers, show managers, camp managers, riding instructors, equestrian team coaches, farm managers, equine trainers, in horse judging, sales, and with government agencies.",
English as a Second Language Endorsement (Teaching),,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/English-as-a-Second-Language-Endorsement-(Teaching,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,Adult and higher education now houses the English as a Second Language (ESL) Endorsement. These courses can also be used as an area of specialization in the,,The ESL endorsementattaches to a Kentucky P-12 Teacher Certification. It indicates the holder's qualification to teach English to speakers of other languages at the grade levels for which he or she is certified.,
English - MA,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/English/Academic-Programs/English-MA",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Arts (MA) in English at Morehead State University offers students a comprehensive overview of advanced literary study as well as courses in creative and technical writing and linguistics. The 30-hour program offers a full array of internet courses in all the major areas of English studies. Morehead State is one of the few accredited schools in the nation to offer a master's in English completely online, and it is the first in the region to support a virtual learning environment fully. Students who pursue their degree at Morehead State are offered the flexibility of a self-paced distance learning program that is based on an adult model of education.",,"A degree in English prepares students for fields in which expert writing and reading skills are valued, such as creative arts, law, public relations, and publishing.",
English,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/English/Academic-Programs/English",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Earning a degree from MSU's Department of English will provide you with a liberal arts background that can serve as a gateway for any number of career options upon your graduation. Many of our students go on to pursue careers in teaching, law, professional or technical writing, the arts and other fields in which expert writing and reading skills are valued. Graduates of our programs are also prepared to seek advanced degrees.",,"Our programs may prepare you for a career in education (grades 8-12), creative arts, law, public relations and publishing.",
Engineering Technology - AAS,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Engineering-Technology-AAS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Associate of Applied Science in Engineering Technology prepares students to fill advanced technical/engineering positions in business and industries through providing applied, analytical and problem solving skills and an understanding of advanced technology. Students will take classes in statistics, engineering economic analysis and more. Students can choose from one of four specialties.",,"For information on careers in engineering technology fields, visit",
Engineering Technology,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Engineering-Technology,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State's Bachelor of Science in Engineering Technology will prepare you for highly specialized technology careers, or to continue your education in graduate school. Tailored to suit your interests, the engineering technology program provides you a solid, well-rounded education in mathematics, physics, technology classes and general education requirements that will improve your overall skill set. Choose from one of four degree options to specialize your education to suit your interests.",,"For information on careers in engineering technology fields, visit",
Engineering Management,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Engineering-Management,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State's Bachelor of Science in Engineering Management provides you with the deep understanding of mathematics and physics needed to solve complex engineering problems. The combination of mathematics, physics, management and broad-based courses prepares you for a career in a wide range of career fields, or to continue your education in graduate school.",,"Graduates of this program pursue careers in quality assurance, production engineering, design engineering and more.",
Engineering & Technology Management - MS,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Engineering-Technology-Management-MS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Science in Engineering and Technology Management (MSETM) is designed primarily for persons holding a bachelor's degree in industrial technology, engineering, engineering technology, applied sciences, business, computer science, information systems, manufacturing engineering, mechanical design or other related technical professional programs. It equips you with the knowledge and skills to assume leadership and management positions in engineering, manufacturing, industry and more. Students can choose between specializations (tracks) in Engineering and Technology Management and Information Systems and Analytics.",,"The Master of Science in Engineering Technology prepares students for jobs as operations manager, logistics manager, plant engineer/manager, senior engineer, process engineer, design engineer, and quality engineer.",
Elementary (P-5) Post Bachelor's,,,"https://www.moreheadstate.edu/College-of-Education/Early-Childhood,-Elementary-and-Special-Education/Academic-Programs/Elementary-(P-5)-Post-Bachelor-s",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,This is a certification only program which allows individuals with prior teacher education certification to become certified to teach at the P-5 level.,,Feel free to contact Dr. April Millerat,
Educational Technology,,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/Educational-Technology,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's educational technology programs will provide you with training in the areas of instructional technology and design based on best practices in instructional computer technology, as well as state and national standards. MSU offers a Master of Arts and Rank I in the area, as well as a Doctor of Education with a specialization in educational technology leadership.",,These programs support the efforts of teachers who are interested in integrating technology into their instruction and are interested in providing instructional technology and instructional design leadership within their schools and districts.,
Early Elementary Education,,,"https://www.moreheadstate.edu/College-of-Education/Early-Childhood,-Elementary-and-Special-Education/Academic-Programs/Early-Elementary-Education",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's Bachelor of Arts in Early Elementary (P-5) will prepare you to provide quality, research-based instruction to children in primary through fifth grade. You will work with faculty members who have years of experience working in P-12 schools prior to teaching in higher education. Class sizes are kept small so you can closely interact with your professors and other students in the classroom, providing you with opportunities for individual mentoring to support your growth as an educator.",,Early elementary education prepares students for teaching careers to children in primary through the fifth grade.,
Chemistry,,,https://www.moreheadstate.edu/College-of-Science/Department-of-Biology-and-Chemistry/Academic-Programs/Chemistry,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"If you're interested in a degree in chemistry, Morehead State offers a number of specialized Bachelor of Science in Chemistry options to help you achieve your career goals. You'll get hands-on experience through laboratory assignments and internships. You'll have the opportunity to work with faculty members on research projects, and you may have your work published.",,"Graduates of the chemistry program are prepared for work in industrial, government and academic chemistry laboratories, pursuit of a graduate degree or medical school.Learn more about careers in chemistry by visiting the",
Chemical Dependency Counseling Minor,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Sociology,-Social-Work-and-Criminology/Academic-Programs/Chemical-Dependency-Counseling-Minor",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Substance abuse is a widespread problem across the country, and is greatly impacting families across Kentucky. Counseling, treatment and case management are critical factors in helping people overcome abuse and addiction.",,,
Career and Technical Education - MS,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Career-and-Technical-Education-MS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Science in Career and Technical Education prepares students to pursue advancement in career and technical programs at the secondary and postsecondary level in teaching and administration, or to prepare technologists with advanced technical management skills to manage personnel training and facilities.",,"The Master of Science in Career and Technical Education is designed to prepare students for positions suchas technology and CTE teacher, technical school principal, KCTCS faculty, KCTCS administrator, program coordinator, chair and dean.",
Career & Technical Education - Agriculture - MS,,,https://www.moreheadstate.edu/College-of-Science/Agricultural-Sciences/Academic-Programs/Career-Technical-Education-Agriculture-MS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Science in Career and Technical Education - Agriculture is structured to allow individuals to pursue career advancement in agriculture-based career and technical programs at the secondary and postsecondary level in teaching and administration, or to prepare technologists with advanced technical management skills of personnel training and facilities.","[                Unnamed: 0             FIRST YEAR COURSE SCHEDULE Unnamed: 1 Unnamed: 2
0           Fall Semester         Code Credits  Spring Semester       Code    Credits
1  CTE 660 Trands & Issues      R 3 CTE 630 Evaluation Techniques          R          3
2   CTE 685 Princ. & Phil.  R 3 CTE 698 Career & Vocational Guid.          R          3
3           Specialization                           S 3 Elective          E          3
4           Specialization                     S 3 Specialization          S          3
5                      NaN                                    NaN        NaN        NaN
6       Total Credit Hours                  12 Total Credit Hours        NaN         12,   Unnamed: 0                     Unnamed: 1     SECOND YEAR COURSE SCHEDULE Unnamed: 2 Unnamed: 3
0                            Fall Semester  Code Credits  Spring Semester       Code    Credits
1        NaN                       Elective                             E 3        NaN        NaN
2        NaN  AGR 603  Quality Assurance in                             R 3        NaN        NaN
3        NaN           Science & Technology                             NaN        NaN        NaN
4        NaN                            NaN                             NaN        NaN        NaN
5        NaN             Total Credit Hours            6 Total Credit Hours        NaN        NaN]","The Master of Science in Career and Technical Education-Agriculture is designed to prepare students for positions suchas agriculture teacher, technical school principal, KCTCS faculty, KCTCS administrator, program coordinator, chair and dean.",
Canadian Studies Minor,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Canadian-Studies",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Canadian studies minor begins with the introductory course ""Perspectives on Canada,"" then focuses on advanced courses in Canadian history, government, and economic and social policies from comparative and international perspectives, and concludes with a summer internship in the Canadian Parliament.",,The Canadian studies minor in combination with a government major provides an entry to a career in international law and politics.,
Business Studies - Associate Degree,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Business-Studies,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Associate of Applied Science in Business Studies gives students a well - rounded education in finance, economics, marketing, business law and more.","[  Unnamed: 0                   Unnamed: 1      FIRST YEAR COURSE SCHEDULE Unnamed: 2 Unnamed: 3
0                          Fall Semester  Code Credits  Spring Semester       Code    Credits
1        NaN  FYS 101- First Year Seminar          G 3 ENG 200-Writing II          G          3
2        NaN          COMM 108-Oral Comm.                    G 3 ACCT 281        R,O          3
3        NaN          ENG 100 – Writing I                    G 3 ECON 201        R,O          3
4        NaN              MATH 152 - Math                     G 3 MKT 204        R,O          3
5        NaN                      CIS 211                  R,O 3 MNGT 201        R,O          3
6        NaN           TOTAL CREDIT HOURS           15 TOTAL CREDIT HOURS        NaN         15,   Unnamed: 0          Unnamed: 1     SECOND YEAR COURSE SCHEDULE Unnamed: 2 Unnamed: 3
0                 Fall Semester  Code Credits  Spring Semester       Code    Credits
1        NaN             CIS 311                   R,O 3 BBA 363        R,O          3
2        NaN             BBA 261              R,O 3 AAB Elective        R,O          3
3        NaN             BBA 295              R,O 3 AAB Elective        R,O          3
4        NaN        AAB Elective              R,O 3 AAB Elective        R,O          3
5        NaN        AAB Elective              R,O 3 AAB Elective       R, O          3
6        NaN  TOTAL CREDIT HOURS           15 TOTAL CREDIT HOURS        NaN         15]",,
Biomedical Sciences,,,https://www.moreheadstate.edu/College-of-Science/Department-of-Biology-and-Chemistry/Academic-Programs/Biomedical-Sciences,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,," As new advances emerge in the biomedical field, there is an increased demand for qualified scientists to fill a number of vital roles. Morehead State's Bachelor of Science in Biomedical Sciences is developed specifically for students intent on attending medical school or a health professional school, pursuing a career as a biomedical scientist or a graduate education in biomedical disciplines. The courses are heavily weighted toward biomedical subjects, and as a student, you'll receive both lecture and hands-on experience in laboratory classes. ",,"Students who graduate from the biomedical sciences program will be prepared for post - graduate education in their chosen specialization. For more information about careers in biomedical sciences, visit the",
