course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
"Bachelor of Science,Global and Area Studies- Social Science ",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7629&PType=DP,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The global and area studies-social science major focuses on the study of global systems and processes as they are expressed in local places. The major offers concentrations in world regions and global topics. World region concentrations include African studies, Asian studies, European studies, Latin American and Caribbean studies, and Russian and Eurasian studies. Global topical concentrations include gender and global change, and international development.,In this major, students select a concentration to gain knowledge of a particular world region and a foreign language relevant to that region or of a global theme that is important across world regions. Students develop understanding of the processes of continuity and change in various world regions through multidisciplinary theory and practice and use of methodologies, theories, and literatures of various disciplines and fields. The major also requires a disciplinary cognate that introduces students to the major theories and research methods of one discipline in the social sciences and its perspective and applicability to global and area studies.,Students are strongly encouraged to have at least one international experience through study abroad, internships, or independent study. The major helps prepare students for jobs in government, business, and non-governmental organizations that are engaged with the world outside the United States and for graduate study in international or area studies and other fields.,In addition to meeting the requirements of the university and of the College of Social Science, students must meet the requirements specified below.,Each of the five world region concentrations requires second-year competency in a foreign language relevant to that region.  Students may fulfill this language requirement by successfully completing Michigan State University courses or equivalent courses or language study at an approved intensive summer institute or approved study abroad program. This requirement may be satisfied by placing into a 300-level foreign language course based on a Michigan State University placement test. Students who come from other countries or cultures where a language other than English is spoken should contact the Global and Area Studies-Social Science advisor to discuss placement.,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Each global topical concentration requires significant foreign language or international experience. Students may choose (1), (2), or (3) as follows: (1) second-year competency in a relevant foreign language. Students may fulfill this language requirement by successfully completing Michigan State University courses or equivalent courses or language study at an approved intensive summer institute or approved study abroad program. This requirement may be satisfied by placing into a 300-level foreign language course based on a Michigan State University placement test. Students who come from other countries or cultures where a language other than English is spoken should contact the Global and Area Studies-Social Science advisor to discuss placement; (2) a period of study, internship, or research experience in one or more developing counties, either a one-semester program or two programs of at least five weeks each, with a faculty sponsor. Students must consult the Global and Area Studies-Social Science advisor in advance to determine how the experience might meet the requirement of this concentration; (3) beginning-level competency in a foreign language by placing into a 200-level language course and an experience in a developing country of at least five weeks. Students must see the Global and Area Studies-Social Science advisor for a list of eligible developing countries.,Students must complete a minimum of 24 credits of non-language courses selected from the following:,Students must complete a minimum of 24 credits of non-language courses selected from the following:","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The graduation requirement...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Both of the following cour...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>One of the following cours...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Two of the following cours...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Social Science requirement...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Social Science requirement...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete a minimum 8 to 10...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete a minimum of 8 to...'>]",,
"Graduate Certificate Program,Youth Development Specialist - Graduate Certificate",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7694,,,,Graduate Certification,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Youth Development Specialist Graduate Certificate is designed to assist youth professionals to train individuals in the second decade of life with the skills necessary for a successful transition into adulthood. The program addresses the need for advanced education in youth issues and does so through a strengths-based curriculum.,The online format and course schedule of the certificate program allows flexibility to accommodate both full-time students and working professionals. The College of Social Science, in collaboration with The Great Plains Interactive Distance Education Alliance (GPIDEA), offers this program with all course work delivered via the World Wide Web at ,. ,To be considered for admission into the Youth Development Specialist Graduate Certificate applicants must follow established University admission procedures. Students currently pursuing the Master of Arts in Youth Development are not eligible to apply for admission to the Youth Development Specialist Graduate Certificate.  For additional information, refer to the Admission section in the Graduate Education section of this catalog.,The program is available totally online. Each course is offered at least once every other year. The student must complete 13 credits of course work in collaboration with The Great Plains Interactive Distance Education Alliance (GPIDEA)., ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>The following course (1...'>]",,
"Bachelor of Science,Computational Mathematics - Bachelor of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3756,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Specialization Graduate - Doctoral,Interdepartmental Graduate Specializations in Environmental and Resource Economics",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5203,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The interdepartmental graduate specialization in environmental and resource economics is an elective for students in all graduate majors. The specialization is designed to:,Students who elect this graduate specialization seek a high degree of proficiency in the economic analysis of environmental and natural resource problems. The specialization is suitable for graduate students who intend to specialize in this area of economic analysis, as well as for those who may have a departmental major in a non-economic aspect of the environment and natural resources, but who want to deepen their understanding of how economics influences their major area of study.,The College of Agriculture and Natural Resources and the College of Social Science jointly administer the specialization. The College of Agriculture and Natural Resources is the primary administrative unit. The faculty who participate in this specialization are drawn from the departments of Agricultural, Food, and Resource Economics; Community, Agriculture, Recreation and Resource Studies, Economics; Fisheries and Wildlife; and Forestry.,Core faculty are selected by the chairpersons of the six participating departments. Each department designates one core faculty member to serve on a Coordinating Committee for the Specialization in Environmental and Resource Economics. The Coordinating Committee oversees the policies and program requirements adopted by the core faculty. Faculty members who comprise the core faculty may change with the mutual consent of the chairpersons of the departments, upon recommendation of the Coordinating Committee. ,: The specialization consists of the completion of approximately 18 credits of resource economics and methods courses specified by the coordinating committee and approved by the core faculty. Credits in courses taken for the specialization may be counted toward the requirements for the student’s major at the discretion of the major department. At least one core faculty member serves on the student’s guidance committee. ,: The specialization consists of the completion of  approximately 24 credits of resource economics and methods courses, and passing a written examination. Course work is specified by the coordinating committee and approved by the core faculty. The examination committee consists of three core faculty members selected by the Coordinating Committee. Credits in courses taken to meet the requirements of the specialization may be used for a student’s major at the discretion of the student’s major department. At least one core faculty member serves on the student’s guidance committee. ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>provide an opportunity ...'>]",,
"Bachelor of Arts,Computational Mathematics - Bachelor of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3753,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Master of Arts,Youth Development - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7645,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Master of Arts in Youth Development, is a collaborative, multiinstitutional program offered totally online. This degree is designed to promote an understanding of communities and families and to prepare students to have an impact on the development of youth in their homes, neighborhoods, and society. American youth born since the early 1980s are projected to be the largest, most ethnically diverse generation of adolescents in the history of the United States, and this program is designed to address that demographic shift.,The curriculum is focused on the promotion of positive development of all young people. It is designed for individuals who wish to work in a variety of youth-related professions, including youth-serving organizations and programs such as Boys and Girls Clubs, community recreation specialties, youth programs sponsored by faith-based institutions, correctional professions, or within U.S. Extension Programs.,The College of Social Science, in collaboration with The Great Plains Interactive Distance Education Alliance (GPIDEA), offers this program with all course work delivered via the Internet/World Wide Web by faculty from multiple land-grant universities: Michigan State University, Kansas State University, University of Missouri, North Dakota State University, Texas Tech University, and the University of Nebraska.,Students will earn this degree from their home institution while also enrolling for courses at other participating institutions.,In addition to meeting the requirements of the University and of the College of Social Science, students must meet the requirements specified below.,To be admitted, students must apply via their home institution and plan their course of study under the guidance of their academic advisor. Michigan State University students follow established University admission procedures.,The program is available only online and only under Plan B (without thesis). Each student’s course of study must be developed and approved in consultation with the academic advisor. Each course is offered at least once every other year. The student must complete a total of 36 credits, of which 28 credits is course work required by The Great Plains Interactive Distance Education Alliance (GPIDEA) consortium, distributed as follows:,Michigan State University students should contact the Department of Human Development and Family Studies or consult the Michigan State University , for current course schedule and other information.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li><strong>Core</strong> cour...'>]",,
"Bachelor of Science,Zoology - Bachelor of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3890,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Bachelor of Science degree program with a major in zoology is for students who seek professional employment in animal biology, or who seek admission to graduate programs in animal biology or to health–related professional schools. The degree contains core courses in biology, chemistry, physics, calculus and statistics. Students will complete a concentration encompassing several branches of modern zoology while allowing focused study in any one of those fields. Concentration options include: animal behavior and neurobiology; cell and developmental biology; ecology, evolution and organismal biology; general zoology; genetics; marine biology; or zoo and aquarium science.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Specialization Graduate - Masters,Interdepartmental Graduate Specializations in Environmental and Resource Economics",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5202,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The interdepartmental graduate specialization in environmental and resource economics is an elective for students in all graduate majors. The specialization is designed to:,Students who elect this graduate specialization seek a high degree of proficiency in the economic analysis of environmental and natural resource problems. The specialization is suitable for graduate students who intend to specialize in this area of economic analysis, as well as for those who may have a departmental major in a non-economic aspect of the environment and natural resources, but who want to deepen their understanding of how economics influences their major area of study.,The College of Agriculture and Natural Resources and the College of Social Science jointly administer the specialization. The College of Agriculture and Natural Resources is the primary administrative unit. The faculty who participate in this specialization are drawn from the departments of Agricultural, Food, and Resource Economics; Community, Agriculture, Recreation and Resource Studies, Economics; Fisheries and Wildlife; and Forestry.,Core faculty are selected by the chairpersons of the six participating departments. Each department designates one core faculty member to serve on a Coordinating Committee for the Specialization in Environmental and Resource Economics. The Coordinating Committee oversees the policies and program requirements adopted by the core faculty. Faculty members who comprise the core faculty may change with the mutual consent of the chairpersons of the departments, upon recommendation of the Coordinating Committee. ,: The specialization consists of the completion of approximately 18 credits of resource economics and methods courses specified by the coordinating committee and approved by the core faculty. Credits in courses taken for the specialization may be counted toward the requirements for the student’s major at the discretion of the major department. At least one core faculty member serves on the student’s guidance committee. ,: The specialization consists of the completion of  approximately 24 credits of resource economics and methods courses, and passing a written examination. Course work is specified by the coordinating committee and approved by the core faculty. The examination committee consists of three core faculty members selected by the Coordinating Committee. Credits in courses taken to meet the requirements of the specialization may be used for a student’s major at the discretion of the student’s major department. At least one core faculty member serves on the student’s guidance committee. ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>provide an opportunity ...'>]",,
"Bachelor of Science,Computational Data Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=8096,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Master of Fine Arts,Theatre - Master of Fine Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0979,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"In addition to meeting the requirements of the university, of the College of Arts and Letters, and of the Department of Theatre, students must meet the requirements specified below.,When applying for admission to the Master of Fine Arts degree program in theatre, applicants must select a concentration in either acting or design. The audition and interview procedures for each concentration are as follows:,To be admitted to the Master of Fine Arts degree program in Theatre on regular status, an applicant must have a bachelor’s degree in theatre or the equivalent of 30 credits in theatre studies from a recognized educational institution.,The student's guidance committee should be constituted by the end of the student's second semester of enrollment in the program.  The committee determines an appropriate program of study in consultation with the student.,For a student who elects the acting concentration, the committee must consist of two or more faculty members in the area of acting and one faculty member from outside the acting area.,For a student who selects the design concentration, the committee must consist of two faculty members in the area of design and one faculty member from outside the design area.,The program is available only under Plan B (without thesis).  A total of 60 credits is required for the degree.  The student's program of study must be approved by the student's guidance committee.  Students must complete one of the following concentrations:,Transfer credits must have been completed within the time limit for the degree.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li><strong>Acting</strong>: S...'>]",,
"Bachelor of Arts,Global Studies in the Arts and Humanities",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5694,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Bachelor of Arts degree in Global Studies in the Arts and Humanities provides students with the tools to encounter and understand the representations, values, concerns, and debates that shape human experience.  It focuses on scholarship related to experiences at the crossroads of cultures, the circulation of goods and services, and the tensions within and across global spaces, historically and in the present, as they are reflected upon through literary, philosophical, linguistic, and artistic practices. Students who select this major will study the local and global dynamics of  systems, governments, and cultures, and investigate the specific contributions, perceptions, and interventions offered by humanistic engagements with the issues affecting the peoples of the world.,The major will assist in the preparation of students for positions in government, business, or non-governmental organizations engaged in global activities as well as for graduate studies.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Graduate Certificate Program,Youth Program Management and Evaluation - Graduate Certificate",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7693,,,,Graduate Certification,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Youth Program Management and Evaluation Graduate Certificate is designed to assist youth professionals to develop and apply resources for successful implementation and management of youth-serving organizations. The program addresses the need for advanced education based on research and policy for optimal youth outcomes through a strengths-based curriculum.,The online format and course schedule of the certificate program allow flexibility to accommodate both full-time students and working professionals. The College of Social Science, in collaboration with The Great Plains Interactive Distance Education Alliance (GPIDEA), offers this program with all course work delivered via the World Wide Web at ,. ,To be considered for admission into the Youth Program Management and Evaluation Graduate Certificate applicants must follow established University admission procedures. Students currently pursuing the Master of Arts in Youth Development are not eligible to apply for admission to the Youth Program Management and Evaluation Graduate Certificate. For additional information, refer to the Admission section in the , section of this catalog.,The program is available totally online. Each course is offered at least once every other year. The student must complete 13 credits of course work in collaboration with The Great Plains Interactive Distance Education Alliance (GPIDEA)., ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>The following course (1...'>]",,
"Master of Arts,Teaching English to Speakers of Other Languages - Master of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=1049,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"This program is designed to help meet the national and international need for teachers of English as a second language.,In addition to meeting the requirements of the university, of the College of Arts and Letters, and of the Department of Linguistics and Germanic, Slavic, Asian and African Languages, students must meet the requirements specified below.,To be considered for admission to the Master of Arts degree program in Teaching English to Speakers of Other Languages, each applicant must:,To be admitted to the program on regular status, an applicant must have:,In addition, an international applicant is required to have fulfilled the university's English language proficiency requirement as described in the Graduate Education section of this catalog in one of the following three ways:,Students are admitted for fall semester only.,Most students complete the program under Plan B (without thesis), although Plan A (with thesis) is also available.  A total of 37 credits is required for the degree under Plan A, and a total of 36 credits is required for the degree under Plan B.  The student's program of study must be approved by the student’s advisor.  The student must meet the requirements specified below:","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>include in the\xa0application...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>a baccalaureate degree in ...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>have a total score of 600 ...'>]",,
